f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
0.0819672,0.0846995,0.0846995,0.114754,0.10929,0.0710382,0.153005,0.0901639,0.112022,0.0983607,0
0.148148,0.0976431,0.117845,0.0538721,0.0976431,0.0875421,0.104377,0.0808081,0.121212,0.0909091,0
0.174455,0.0778816,0.109034,0.0809969,0.0934579,0.0654206,0.0934579,0.0996885,0.109034,0.0965732,0
0.157895,0.0807018,0.119298,0.0842105,0.077193,0.0842105,0.112281,0.0912281,0.119298,0.0736842,0
0.163934,0.0918033,0.095082,0.0590164,0.0786885,0.0885246,0.095082,0.0885246,0.163934,0.0754098,0
0.142395,0.0517799,0.100324,0.0938511,0.0970874,0.0906149,0.0970874,0.113269,0.152104,0.0614887,0
0.144928,0.0753623,0.110145,0.0695652,0.0927536,0.0898551,0.110145,0.084058,0.144928,0.0782609,0
0.166667,0.120567,0.0957447,0.070922,0.102837,0.0957447,0.070922,0.0531915,0.166667,0.0567376,0
0.155172,0.0862069,0.117241,0.0655172,0.103448,0.103448,0.0724138,0.0758621,0.158621,0.062069,0
0.152249,0.083045,0.103806,0.0622837,0.117647,0.0968858,0.0865052,0.0726644,0.155709,0.0692042,0
0.158038,0.0762943,0.128065,0.0953678,0.0926431,0.0899183,0.0735695,0.0708447,0.152589,0.0626703,0
0.160458,0.0716332,0.0830946,0.0744986,0.0687679,0.0945559,0.0974212,0.0859599,0.166189,0.0974212,0
0.145522,0.0876866,0.0839552,0.0876866,0.0783582,0.0652985,0.141791,0.0876866,0.0988806,0.123134,0
0.143119,0.0733945,0.0880734,0.0917431,0.0880734,0.066055,0.152294,0.106422,0.0807339,0.110092,0
0.148352,0.0842491,0.0989011,0.0970696,0.0732601,0.0604396,0.139194,0.10989,0.0879121,0.100733,0
0.120419,0.0767888,0.0802792,0.0890052,0.0820244,0.0820244,0.137871,0.111693,0.0907504,0.129145,0
0.131261,0.0725389,0.108808,0.0932643,0.0863558,0.0483592,0.134715,0.11399,0.0725389,0.138169,0
0.141066,0.0846395,0.0909091,0.0815047,0.0877743,0.103448,0.119122,0.0783699,0.15674,0.0564263,0
0.170968,0.0774194,0.1,0.109677,0.083871,0.112903,0.0903226,0.0741935,0.119355,0.0612903,0
0.170732,0.0731707,0.132404,0.087108,0.0940767,0.0905923,0.0905923,0.0940767,0.114983,0.0522648,0
0.20339,0.0847458,0.0949153,0.0745763,0.0949153,0.101695,0.0847458,0.0813559,0.115254,0.0644068,0
0.189781,0.0620438,0.10219,0.10219,0.0912409,0.0948905,0.10219,0.0693431,0.124088,0.0620438,0
0.17284,0.090535,0.123457,0.0699588,0.090535,0.0823045,0.0823045,0.115226,0.090535,0.0823045,0
0.173745,0.0888031,0.11583,0.0810811,0.0772201,0.11583,0.0810811,0.0926641,0.104247,0.0694981,0
0.145455,0.101818,0.123636,0.08,0.0872727,0.105455,0.105455,0.08,0.105455,0.0654545,0
0.171756,0.0725191,0.118321,0.0801527,0.0916031,0.103053,0.0877863,0.103053,0.103053,0.0687023,0
0.151515,0.0833333,0.132576,0.0909091,0.0833333,0.0909091,0.109848,0.102273,0.125,0.030303,0
0.134293,0.0839329,0.0863309,0.0983213,0.0959233,0.057554,0.119904,0.0743405,0.143885,0.105516,0
0.134434,0.0754717,0.0825472,0.101415,0.0896226,0.0566038,0.0966981,0.0990566,0.120283,0.143868,0
0.136038,0.0954654,0.0715991,0.102625,0.102625,0.0548926,0.109785,0.0715991,0.131265,0.124105,0
0.166667,0.0746269,0.0845771,0.11194,0.0995025,0.0547264,0.0895522,0.0845771,0.129353,0.104478,0
0.1925,0.08,0.0975,0.06,0.09,0.0475,0.055,0.1325,0.11,0.135,0
0.185567,0.0773196,0.0721649,0.0850515,0.0747423,0.0721649,0.10567,0.113402,0.115979,0.0979381,0
0.158416,0.0816832,0.0891089,0.0841584,0.0717822,0.0643564,0.126238,0.123762,0.101485,0.0990099,0
0.181333,0.0826667,0.0853333,0.0933333,0.0773333,0.064,0.0933333,0.114667,0.12,0.088,0
0.206799,0.0878187,0.0991501,0.0736544,0.0878187,0.0538244,0.0906516,0.101983,0.127479,0.0708215,0
0.176617,0.0746269,0.10199,0.10199,0.0621891,0.0721393,0.134328,0.0995025,0.0995025,0.0771144,0
0.197232,0.0899654,0.0622837,0.0692042,0.107266,0.0657439,0.100346,0.100346,0.107266,0.100346,0
0.214035,0.0982456,0.0807018,0.0526316,0.0877193,0.0631579,0.0736842,0.129825,0.0877193,0.112281,0
0.230284,0.0851735,0.0725552,0.0567823,0.0977918,0.0725552,0.0694006,0.107256,0.113565,0.0946372,0
0.193252,0.0797546,0.0736196,0.0674847,0.0920245,0.0705521,0.0582822,0.138037,0.116564,0.110429,0
0.188088,0.0689655,0.0846395,0.0721003,0.0815047,0.0626959,0.0877743,0.125392,0.109718,0.119122,0
0.215328,0.080292,0.0875912,0.0547445,0.0729927,0.0583942,0.0620438,0.127737,0.145985,0.0948905,0
0.206522,0.0688406,0.0942029,0.0362319,0.0615942,0.076087,0.0869565,0.123188,0.166667,0.0797101,0
0.156584,0.0711744,0.0818505,0.0427046,0.0569395,0.0996441,0.0782918,0.135231,0.192171,0.0854093,0
0.172757,0.0830565,0.089701,0.0431894,0.0697674,0.0664452,0.0996678,0.106312,0.17608,0.0930233,0
0.169381,0.0749186,0.0846905,0.0586319,0.0651466,0.0846905,0.0618892,0.120521,0.208469,0.0716612,0
0.203636,0.0545455,0.0909091,0.0981818,0.0654545,0.08,0.0472727,0.0981818,0.181818,0.08,0
0.201133,0.0736544,0.0736544,0.082153,0.121813,0.0509915,0.082153,0.0906516,0.0906516,0.133144,0
0.218935,0.0739645,0.0650888,0.0443787,0.0828402,0.0650888,0.0769231,0.109467,0.10355,0.159763,0
0.178484,0.0562347,0.0733496,0.0709046,0.0953545,0.0586797,0.0782396,0.107579,0.117359,0.163814,0
0.177378,0.0616967,0.059126,0.0719794,0.0976864,0.0565553,0.0976864,0.113111,0.107969,0.156812,0
0.185366,0.0731707,0.0731707,0.0756098,0.0926829,0.0609756,0.102439,0.0804878,0.117073,0.139024,0
0.196629,0.0926966,0.106742,0.0477528,0.0786517,0.0617978,0.132022,0.103933,0.0898876,0.0898876,0
0.203343,0.0807799,0.133705,0.0445682,0.0724234,0.0557103,0.125348,0.103064,0.0947075,0.086351,0
0.198939,0.0875332,0.119363,0.0557029,0.0795756,0.0583554,0.127321,0.100796,0.0875332,0.0848806,0
0.212885,0.092437,0.109244,0.0392157,0.10084,0.0644258,0.112045,0.10084,0.0812325,0.0868347,0
0.180662,0.0941476,0.122137,0.0610687,0.0890585,0.0737913,0.119593,0.0941476,0.104326,0.0610687,0
0.15655,0.108626,0.105431,0.057508,0.111821,0.0702875,0.105431,0.0798722,0.127796,0.0766773,0
0.15894,0.0960265,0.109272,0.0596026,0.0927152,0.0761589,0.119205,0.0993377,0.109272,0.0794702,0
0.152249,0.100346,0.083045,0.0553633,0.110727,0.0899654,0.0968858,0.107266,0.131488,0.0726644,0
0.178462,0.0738462,0.0830769,0.0646154,0.12,0.0892308,0.0830769,0.110769,0.123077,0.0738462,0
0.197987,0.0604027,0.0939597,0.0872483,0.0939597,0.090604,0.0939597,0.0973154,0.107383,0.0771812,0
0.153061,0.0841837,0.0892857,0.0739796,0.125,0.0816327,0.0714286,0.107143,0.130102,0.0841837,0
0.15508,0.109626,0.104278,0.0534759,0.106952,0.0668449,0.0962567,0.0909091,0.149733,0.0668449,0
0.180556,0.0916667,0.0916667,0.111111,0.105556,0.0805556,0.0805556,0.0972222,0.0972222,0.0638889,0
0.185393,0.0674157,0.106742,0.0983146,0.101124,0.0730337,0.0786517,0.0842697,0.143258,0.0617978,0
0.178947,0.0736842,0.102632,0.107895,0.0789474,0.0578947,0.0894737,0.134211,0.107895,0.0684211,0
0.170316,0.0778589,0.0851581,0.116788,0.0705596,0.0583942,0.104623,0.111922,0.119221,0.0851581,0
0.229469,0.0966184,0.0845411,0.0603865,0.0942029,0.0386473,0.0821256,0.0748792,0.089372,0.149758,0
0.225806,0.0818859,0.0967742,0.057072,0.0918114,0.0471464,0.0769231,0.0843672,0.0967742,0.141439,0
0.195652,0.0804348,0.0891304,0.0478261,0.0913043,0.0543478,0.0673913,0.0978261,0.123913,0.152174,0
0.182365,0.0581162,0.0921844,0.0861723,0.0761523,0.0721443,0.0621242,0.106212,0.128257,0.136273,0
0.167954,0.0675676,0.100386,0.0965251,0.0772201,0.0694981,0.0714286,0.0868726,0.117761,0.144788,0
0.219595,0.0810811,0.097973,0.0641892,0.0878378,0.0844595,0.10473,0.0777027,0.125,0.0574324,0
0.163043,0.111413,0.0896739,0.0706522,0.0706522,0.0842391,0.0923913,0.0733696,0.165761,0.0788044,0
0.156342,0.0855457,0.0973451,0.0884956,0.100295,0.112094,0.0943953,0.0707965,0.135693,0.058997,0
0.192771,0.0753012,0.10241,0.0903614,0.0813253,0.0813253,0.0903614,0.0903614,0.14759,0.0481928,0
0.164179,0.0895522,0.0746269,0.0746269,0.080597,0.107463,0.0835821,0.0985075,0.161194,0.0656716,0
0.228013,0.0651466,0.0944625,0.0586319,0.0749186,0.0814332,0.0521173,0.100977,0.14658,0.0977199,0
0.195035,0.0780142,0.106383,0.0460993,0.0673759,0.070922,0.0460993,0.163121,0.163121,0.0638298,0
0.22069,0.0517241,0.103448,0.0413793,0.0793103,0.0862069,0.0482759,0.141379,0.137931,0.0896552,0
0.247273,0.0618182,0.101818,0.0327273,0.0872727,0.0836364,0.0581818,0.12,0.138182,0.0690909,0
0.202847,0.0569395,0.0960854,0.0569395,0.0782918,0.0711744,0.0320285,0.163701,0.145907,0.0960854,0
0.127768,0.0919932,0.115843,0.0817717,0.0732538,0.0732538,0.112436,0.0954003,0.103918,0.124361,0
0.137815,0.0907563,0.0991597,0.0857143,0.0705882,0.0756303,0.105882,0.0941176,0.110924,0.129412,0
0.14214,0.0886288,0.0869565,0.0785953,0.0769231,0.0668896,0.108696,0.0986622,0.0986622,0.153846,0
0.14918,0.0786885,0.101639,0.0901639,0.0803279,0.0786885,0.111475,0.0934426,0.0852459,0.131148,0
0.132588,0.0734824,0.107029,0.0814696,0.0766773,0.0702875,0.121406,0.086262,0.102236,0.148562,0
0.146429,0.0785714,0.15,0.075,0.0821429,0.114286,0.114286,0.0571429,0.132143,0.05,0
0.149153,0.0711864,0.125424,0.0508475,0.0983051,0.0983051,0.135593,0.0677966,0.155932,0.0474576,0
0.175373,0.0895522,0.104478,0.0522388,0.104478,0.0970149,0.104478,0.0597015,0.134328,0.0783582,0
0.165441,0.0661765,0.110294,0.0441176,0.0845588,0.0772059,0.125,0.0919118,0.147059,0.0882353,0
0.179775,0.082397,0.11985,0.0449438,0.093633,0.0898876,0.108614,0.0749064,0.127341,0.0786517,0
0.218391,0.0881226,0.0881226,0.045977,0.111111,0.0881226,0.0766283,0.111111,0.091954,0.0804598,0
0.224265,0.0772059,0.0992647,0.0477941,0.121324,0.0808824,0.0845588,0.0808824,0.117647,0.0661765,0
0.183616,0.101695,0.101695,0.0706215,0.107345,0.0734463,0.0932203,0.0988701,0.110169,0.059322,0
0.226537,0.0809062,0.0970874,0.0485437,0.100324,0.0906149,0.0970874,0.0906149,0.0970874,0.0711974,0
0.198142,0.0835913,0.0866873,0.0650155,0.105263,0.0650155,0.114551,0.0990712,0.130031,0.0526316,0
0.179348,0.0815217,0.119565,0.0815217,0.0978261,0.0896739,0.0869565,0.0923913,0.130435,0.0407609,0
0.151515,0.0875421,0.0841751,0.03367,0.104377,0.0639731,0.107744,0.158249,0.124579,0.0841751,0
0.146789,0.0917431,0.0948012,0.0275229,0.0948012,0.0733945,0.110092,0.125382,0.134557,0.100917,0
0.177258,0.083612,0.103679,0.0568562,0.103679,0.0702341,0.103679,0.0936455,0.123746,0.083612,0
0.163934,0.0885246,0.0852459,0.0491803,0.114754,0.0754098,0.111475,0.104918,0.12459,0.0819672,0
0.165541,0.111486,0.0878378,0.0472973,0.114865,0.0641892,0.0810811,0.0945946,0.14527,0.0878378,0
0.223642,0.0766773,0.0638978,0.0830671,0.0766773,0.057508,0.0766773,0.102236,0.15016,0.0894569,0
0.229412,0.0970588,0.0911765,0.0411765,0.0911765,0.0735294,0.0676471,0.0705882,0.164706,0.0735294,0
0.22327,0.081761,0.072327,0.0691824,0.091195,0.0754717,0.0597484,0.0754717,0.160377,0.091195,0
0.196141,0.0868167,0.0868167,0.0578778,0.0868167,0.073955,0.0610932,0.102894,0.144695,0.102894,0
0.199422,0.0635838,0.0780347,0.0722543,0.104046,0.0780347,0.0635838,0.106936,0.147399,0.0867052,0
0.179144,0.0909091,0.0935829,0.0989305,0.101604,0.0614973,0.109626,0.0561497,0.0989305,0.109626,0
0.184343,0.0732323,0.0883838,0.0984849,0.103535,0.0732323,0.0858586,0.0631313,0.126263,0.103535,0
0.188995,0.069378,0.0813397,0.107655,0.0885167,0.0789474,0.102871,0.076555,0.114833,0.0909091,0
0.17207,0.0698254,0.109726,0.0897756,0.0798005,0.0648379,0.127182,0.0473815,0.104738,0.134663,0
0.148936,0.0945626,0.0874704,0.0921986,0.0685579,0.0661939,0.0780142,0.0874704,0.120567,0.156028,0
0.163793,0.0574713,0.0948276,0.0775862,0.0775862,0.103448,0.0890805,0.0890805,0.166667,0.0804598,0
0.177143,0.08,0.0742857,0.0914286,0.0914286,0.0742857,0.0885714,0.105714,0.131429,0.0857143,0
0.177184,0.0728155,0.11165,0.0825243,0.0703883,0.0849515,0.092233,0.0776699,0.13835,0.092233,0
0.144044,0.0747922,0.0747922,0.0692521,0.099723,0.0692521,0.127424,0.0803324,0.160665,0.099723,0
0.145604,0.0934066,0.0879121,0.0741758,0.0934066,0.0989011,0.0879121,0.107143,0.142857,0.0686813,0
0.182584,0.0955056,0.0674157,0.0730337,0.11236,0.0617978,0.0758427,0.0842697,0.143258,0.103933,0
0.176471,0.104278,0.0828877,0.0534759,0.0935829,0.0588235,0.0828877,0.101604,0.152406,0.0935829,0
0.177465,0.084507,0.0647887,0.0760563,0.104225,0.0676056,0.084507,0.0901408,0.123944,0.126761,0
0.158151,0.10219,0.0875912,0.0656934,0.107056,0.0754258,0.0656934,0.109489,0.13382,0.0948905,0
0.167901,0.0839506,0.0666667,0.0617284,0.0839506,0.054321,0.111111,0.120988,0.123457,0.125926,0
0.162393,0.0641026,0.123932,0.0555556,0.0854701,0.0811966,0.119658,0.0811966,0.123932,0.102564,0
0.173913,0.0671937,0.102767,0.0474308,0.0750988,0.0869565,0.0988142,0.0988142,0.13834,0.110672,0
0.166038,0.0603774,0.132075,0.0566038,0.0867925,0.116981,0.0981132,0.0830189,0.0981132,0.101887,0
0.130435,0.0711462,0.12253,0.0632411,0.0909091,0.0909091,0.102767,0.106719,0.110672,0.110672,0
0.155462,0.0798319,0.105042,0.0672269,0.0798319,0.0840336,0.0966387,0.10084,0.10084,0.130252,0
0.209559,0.0808824,0.0698529,0.0661765,0.0772059,0.0661765,0.0882353,0.121324,0.150735,0.0698529,0
0.212698,0.0571429,0.0952381,0.111111,0.104762,0.0920635,0.0666667,0.0920635,0.12381,0.0444444,0
0.233846,0.0646154,0.0830769,0.0615385,0.08,0.0923077,0.0953846,0.0861538,0.141538,0.0615385,0
0.219136,0.0679012,0.104938,0.0802469,0.0740741,0.0864198,0.0709877,0.108025,0.126543,0.0617284,0
0.218845,0.0638298,0.0820669,0.0881459,0.0972644,0.0759878,0.0668693,0.115502,0.142857,0.0486322,0
0.130996,0.105166,0.097786,0.0885609,0.0701107,0.0701107,0.134686,0.0738007,0.114391,0.114391,0
0.126786,0.0857143,0.1,0.0767857,0.0714286,0.0660714,0.1375,0.0982143,0.0982143,0.139286,0
0.126582,0.079566,0.110307,0.0922242,0.0687161,0.0596745,0.106691,0.113924,0.0886076,0.153707,0
0.121317,0.0814558,0.10052,0.10052,0.084922,0.0537262,0.105719,0.102253,0.12825,0.121317,0
0.129915,0.0820513,0.0957265,0.0854701,0.0803419,0.0512821,0.112821,0.104274,0.105983,0.152137,0
0.121739,0.0852174,0.0904348,0.0747826,0.0956522,0.0556522,0.12,0.0956522,0.10087,0.16,0
0.198044,0.0806846,0.114914,0.0684597,0.0929095,0.0709046,0.122249,0.0757946,0.100244,0.0757946,0
0.170854,0.0753769,0.103015,0.0577889,0.103015,0.0678392,0.11809,0.080402,0.130653,0.0929648,0
0.143577,0.103275,0.0906801,0.0629723,0.093199,0.0881612,0.115869,0.0654912,0.141058,0.0957179,0
0.128099,0.072314,0.105372,0.0640496,0.0826446,0.0826446,0.134298,0.0971074,0.144628,0.088843,0
0.157534,0.086758,0.0844749,0.0753425,0.10274,0.0616438,0.116438,0.0958904,0.109589,0.109589,0
0.189189,0.101351,0.101351,0.0743243,0.0844595,0.0945946,0.0743243,0.0878378,0.118243,0.0743243,0
0.211679,0.0766423,0.10219,0.0583942,0.0766423,0.0948905,0.0729927,0.120438,0.105839,0.080292,0
0.209059,0.0836237,0.0940767,0.0766551,0.0662021,0.0905923,0.0731707,0.087108,0.149826,0.0696864,0
0.203509,0.0701754,0.0982456,0.077193,0.101754,0.0807018,0.0596491,0.0982456,0.119298,0.0912281,0
0.194346,0.0706714,0.0848057,0.0565371,0.109541,0.102473,0.0989399,0.0848057,0.127208,0.0706714,0
0.226776,0.0928962,0.0491803,0.0437158,0.101093,0.0655738,0.0983607,0.112022,0.106557,0.103825,0
0.245383,0.0765171,0.100264,0.0527705,0.0765171,0.0738786,0.0949868,0.0976253,0.0897098,0.0923483,0
0.219072,0.0773196,0.0876289,0.0850515,0.0670103,0.0515464,0.0902062,0.110825,0.100515,0.110825,0
0.212534,0.0844687,0.0899183,0.0653951,0.0926431,0.0572207,0.0899183,0.103542,0.108992,0.0953678,0
0.236842,0.0760234,0.0818713,0.0672515,0.0760234,0.0555556,0.0877193,0.114035,0.0877193,0.116959,0
0.138322,0.0884354,0.0793651,0.111111,0.0680272,0.0861678,0.129252,0.0589569,0.136054,0.104308,0
0.137014,0.0777096,0.0777096,0.0961145,0.0674847,0.0756646,0.120654,0.0797546,0.139059,0.128834,0
0.12758,0.0844278,0.0900563,0.0938086,0.0769231,0.0844278,0.114447,0.0750469,0.136961,0.116323,0
0.15304,0.0838574,0.0901468,0.0712788,0.0838574,0.0880503,0.109015,0.081761,0.121593,0.1174,0
0.150862,0.0775862,0.0926724,0.0711207,0.0797414,0.0603448,0.116379,0.0797414,0.133621,0.137931,0
0.154639,0.0859107,0.0824742,0.0515464,0.0859107,0.0893471,0.0893471,0.137457,0.154639,0.0687285,0
0.146893,0.0677966,0.110169,0.0762712,0.0875706,0.079096,0.101695,0.129944,0.144068,0.0564972,0
0.121951,0.0853658,0.103659,0.0884146,0.097561,0.0945122,0.097561,0.109756,0.118902,0.0823171,0
0.138264,0.0932476,0.0932476,0.0546624,0.096463,0.0771704,0.102894,0.154341,0.109325,0.0803858,0
0.13289,0.106312,0.0830565,0.0498339,0.10299,0.0963455,0.0863787,0.13289,0.13289,0.076412,0
0.154013,0.0715835,0.0737527,0.160521,0.0780911,0.0694143,0.119306,0.0650759,0.151844,0.0563991,0
0.161926,0.0700219,0.0787746,0.126915,0.0787746,0.059081,0.122538,0.0743982,0.172867,0.0547046,0
0.15991,0.0720721,0.0923423,0.117117,0.0833333,0.0698198,0.123874,0.0765766,0.157658,0.0472973,0
0.153318,0.0709382,0.0778032,0.130435,0.0938215,0.0594966,0.0983982,0.0778032,0.176201,0.0617849,0
0.168539,0.0719101,0.0876404,0.11236,0.0764045,0.0561798,0.116854,0.0516854,0.188764,0.0696629,0
0.167979,0.0708661,0.0866142,0.0839895,0.0971129,0.0446194,0.120735,0.0866142,0.139108,0.102362,0
0.188482,0.0863874,0.091623,0.0680628,0.0811518,0.0497382,0.0994764,0.0759162,0.133508,0.125654,0
0.163636,0.0675325,0.0857143,0.0597403,0.0831169,0.0545455,0.101299,0.116883,0.109091,0.158442,0
0.197183,0.0962441,0.0962441,0.056338,0.0985916,0.0586854,0.0938967,0.0868545,0.0962441,0.119718,0
0.19171,0.0906736,0.0854922,0.0518135,0.0984456,0.0492228,0.0751295,0.101036,0.11658,0.139896,0
0.155319,0.0851064,0.0978723,0.0638298,0.110638,0.0659574,0.142553,0.0574468,0.110638,0.110638,0
0.177291,0.0856574,0.10757,0.0856574,0.0976096,0.0677291,0.119522,0.0737052,0.0936255,0.0916335,0
0.169811,0.0901468,0.0985325,0.067086,0.0775681,0.0587002,0.109015,0.0859539,0.111111,0.132075,0
0.167308,0.0730769,0.0942308,0.0730769,0.0692308,0.0730769,0.101923,0.101923,0.101923,0.144231,0
0.166994,0.064833,0.0884086,0.0609037,0.0844794,0.0550098,0.127701,0.0982318,0.100196,0.153242,0
0.15102,0.106122,0.126531,0.0326531,0.110204,0.0897959,0.0979592,0.106122,0.0938775,0.0857143,0
0.165289,0.0826446,0.0991735,0.0661157,0.0991735,0.0867769,0.0950413,0.107438,0.123967,0.0743802,0
0.163934,0.0778688,0.127049,0.0491803,0.102459,0.106557,0.0942623,0.0901639,0.118852,0.0696721,0
0.134615,0.0692308,0.111538,0.0384615,0.107692,0.103846,0.1,0.123077,0.123077,0.0884615,0
0.141176,0.0784314,0.12549,0.0823529,0.101961,0.105882,0.105882,0.0784314,0.113725,0.0666667,0
0.140794,0.108303,0.0974729,0.0577617,0.129964,0.0794224,0.108303,0.0974729,0.0794224,0.101083,0
0.15917,0.110727,0.083045,0.0207612,0.103806,0.083045,0.124567,0.083045,0.128028,0.103806,0
0.137931,0.122605,0.0804598,0.0421456,0.141762,0.0727969,0.118774,0.0766283,0.111111,0.0957854,0
0.122977,0.106796,0.0873786,0.0485437,0.119741,0.0776699,0.113269,0.0970874,0.132686,0.0938511,0
0.135593,0.135593,0.101695,0.0508475,0.118644,0.0677966,0.0915254,0.0745763,0.125424,0.0983051,0
0.221289,0.092437,0.0728291,0.0784314,0.0840336,0.0644258,0.0980392,0.0728291,0.109244,0.106443,0
0.177616,0.114355,0.0827251,0.0924574,0.0827251,0.0510949,0.107056,0.0681265,0.111922,0.111922,0
0.17602,0.109694,0.0816327,0.0841837,0.0688775,0.0739796,0.0994898,0.0918367,0.0943878,0.119898,0
0.178191,0.103723,0.0638298,0.0718085,0.0957447,0.0558511,0.103723,0.106383,0.119681,0.101064,0
0.204787,0.106383,0.0691489,0.0824468,0.0851064,0.0585106,0.0771277,0.087766,0.106383,0.12234,0
0.18107,0.090535,0.111111,0.0576132,0.0987654,0.0823045,0.0823045,0.0823045,0.144033,0.0699588,0
0.162544,0.0918728,0.0989399,0.0742049,0.102473,0.0954064,0.0883392,0.0883392,0.134276,0.0636042,0
0.148026,0.0888158,0.108553,0.0723684,0.0789474,0.105263,0.108553,0.0690789,0.141447,0.0789474,0
0.153846,0.104895,0.0804196,0.0839161,0.122378,0.0734266,0.108392,0.0839161,0.132867,0.0559441,0
0.152091,0.0836502,0.0836502,0.0836502,0.102662,0.0874525,0.117871,0.0798479,0.13308,0.0760456,0
0.151899,0.07173,0.122363,0.0675105,0.07173,0.139241,0.0590717,0.0886076,0.172996,0.0548523,0
0.161943,0.0728745,0.11336,0.0364372,0.0809717,0.121457,0.0809717,0.0931174,0.198381,0.0404858,0
0.184314,0.0588235,0.12549,0.0705882,0.0588235,0.133333,0.0784314,0.0588235,0.168627,0.0627451,0
0.112628,0.102389,0.105802,0.0614334,0.0887372,0.102389,0.102389,0.105802,0.163823,0.0546075,0
0.124183,0.0915033,0.127451,0.0620915,0.0816993,0.104575,0.0653595,0.120915,0.166667,0.0555556,0
0.177936,0.0782918,0.0782918,0.106762,0.11032,0.0604982,0.088968,0.0782918,0.128114,0.0925267,0
0.131285,0.120112,0.100559,0.0782123,0.108939,0.0837989,0.0837989,0.111732,0.108939,0.0726257,0
0.161716,0.0957096,0.10231,0.10231,0.112211,0.0825083,0.0825083,0.0726073,0.112211,0.0759076,0
0.172297,0.097973,0.0878378,0.10473,0.125,0.0675676,0.0743243,0.0709459,0.114865,0.0844595,0
0.176647,0.0778443,0.0988024,0.0748503,0.107784,0.0778443,0.0868264,0.0628743,0.152695,0.0838323,0
0.145078,0.101036,0.0880829,0.0958549,0.106218,0.0906736,0.106218,0.0621762,0.137306,0.0673575,0
0.158025,0.091358,0.0839506,0.0814815,0.0987654,0.0987654,0.0962963,0.091358,0.128395,0.0716049,0
0.157761,0.0763359,0.0890585,0.0890585,0.0788804,0.101781,0.0941476,0.0941476,0.132316,0.086514,0
0.153266,0.0678392,0.103015,0.0879397,0.0778894,0.105528,0.0979899,0.0904523,0.135678,0.080402,0
0.16624,0.0767263,0.107417,0.0869565,0.104859,0.0792839,0.107417,0.0792839,0.130435,0.0613811,0
0.170213,0.0945626,0.101655,0.0874704,0.070922,0.0685579,0.0827423,0.0992908,0.108747,0.115839,0
0.152542,0.0750605,0.0774818,0.0895884,0.0871671,0.0484262,0.108959,0.108959,0.113801,0.138015,0
0.143508,0.0728929,0.0888383,0.095672,0.0751708,0.0523918,0.120729,0.095672,0.113895,0.14123,0
0.150754,0.080402,0.0879397,0.0929648,0.0778894,0.0351759,0.10804,0.103015,0.10804,0.155779,0
0.178191,0.0957447,0.0824468,0.0531915,0.087766,0.0398936,0.0904255,0.130319,0.101064,0.140957,0
0.226415,0.103774,0.0896226,0.0188679,0.0754717,0.0424528,0.0377358,0.136792,0.179245,0.0896226,0
0.218009,0.0758294,0.0900474,0.042654,0.0758294,0.0473934,0.014218,0.109005,0.199052,0.127962,0
0.235294,0.0735294,0.0735294,0.0490196,0.0882353,0.0686275,0.0392157,0.0833333,0.186275,0.102941,0
0.207547,0.0801887,0.0801887,0.0235849,0.0707547,0.0613208,0.0377358,0.0990566,0.216981,0.122642,0
0.194539,0.0819113,0.0955631,0.0307167,0.0887372,0.0477816,0.0614334,0.12628,0.163823,0.109215,0
0.121277,0.0765957,0.0829787,0.108511,0.093617,0.0723404,0.0914894,0.0723404,0.13617,0.144681,0
0.159329,0.0712788,0.0922432,0.111111,0.0607966,0.067086,0.0964361,0.0628931,0.161426,0.1174,0
0.14978,0.0770925,0.0881057,0.110132,0.0770925,0.0528634,0.103524,0.0792952,0.118943,0.143172,0
0.165468,0.0743405,0.0767386,0.0863309,0.0791367,0.0503597,0.103118,0.0911271,0.136691,0.136691,0
0.155941,0.0792079,0.0767327,0.0915842,0.0643564,0.0445545,0.10396,0.108911,0.138614,0.136139,0
0.153846,0.073718,0.0865385,0.0512821,0.102564,0.0833333,0.125,0.0929487,0.125,0.105769,0
0.187279,0.0777385,0.0918728,0.0565371,0.123675,0.0777385,0.113074,0.0706714,0.0989399,0.102473,0
0.186335,0.0869565,0.0838509,0.0496894,0.0931677,0.0838509,0.111801,0.0869565,0.102484,0.114907,0
0.145455,0.0818182,0.1,0.0484848,0.115152,0.0969697,0.112121,0.0909091,0.115152,0.0939394,0
0.171975,0.0796178,0.0923567,0.066879,0.117834,0.0955414,0.11465,0.0796178,0.0923567,0.089172,0
0.200772,0.0579151,0.100386,0.119691,0.0772201,0.0888031,0.0540541,0.0849421,0.15444,0.0617761,0
0.165289,0.0619835,0.115702,0.0950413,0.103306,0.103306,0.0826446,0.0619835,0.152893,0.0578512,0
0.172,0.052,0.108,0.092,0.108,0.108,0.052,0.084,0.156,0.068,0
0.192308,0.0470085,0.0940171,0.0769231,0.115385,0.106838,0.0470085,0.0940171,0.162393,0.0641026,0
0.184615,0.0461538,0.123077,0.0692308,0.0615385,0.103846,0.0730769,0.111538,0.15,0.0769231,0
0.174757,0.101942,0.114078,0.0558252,0.0946602,0.0606796,0.101942,0.0970874,0.11165,0.0873786,0
0.184143,0.0997442,0.104859,0.0537084,0.0895141,0.0664962,0.0997442,0.0920716,0.117647,0.0920716,0
